"vaccine","demo_group","demo_category","indicator_group","indicator_category","estimate","lower_ci","upper_ci","sample_size","month_label","start_survey","end_survey","dashboard_type","suppression_flag"
"COVID-19","Vaccination coverage and intent","Received a 2024-2025 COVID-19 vaccine","Practical issues","Able to get free vaccine",51.5438,47.7606546387038,55.3093455706569,1145,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Received a 2024-2025 COVID-19 vaccine","Practical issues","Paid time off work to get vaccine",3.9054,2.7384364912984,5.54130272982562,1145,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Received a 2024-2025 COVID-19 vaccine","Practical issues","School/work requirement",7.072,5.10821168640087,9.71358361920624,1145,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Received a 2024-2025 COVID-19 vaccine","Practical issues","Rewards or incentives",6.7563,5.09226361499319,8.91307949761855,1145,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Received a 2024-2025 COVID-19 vaccine","Side effects","More evidence vaccine is safe",20.8087,18.1082549019691,23.794887479758,1145,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Received a 2024-2025 COVID-19 vaccine","Side effects","Knowing someone who got really sick or died from disease",22.2922,19.6905855867074,25.1300509131678,1145,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Received a 2024-2025 COVID-19 vaccine","Side effects","Availability of vaccine with fewer/milder side effects",0,NA,NA,1145,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Received a 2024-2025 COVID-19 vaccine","Thinking and feeling","Increase in cases",15.6367,13.3742936498796,18.2013019097861,1145,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Received a 2024-2025 COVID-19 vaccine","Thinking and feeling","More evidence vaccine helps prevent severe outcomes",37.7951,34.3800513691074,41.335658871697,1145,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Received a 2024-2025 COVID-19 vaccine","Thinking and feeling","Being at high risk of severe disease",28.0204,25.1470513215694,31.0856604618147,1145,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Received a 2024-2025 COVID-19 vaccine","Thinking and feeling","Increase in severe illness/hospitalizations",10.8721,8.8647759356868,13.2676863742859,1145,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Received a 2024-2025 COVID-19 vaccine","Thinking and feeling","Protect others",53.4067,49.6131255458831,57.1613474572461,1145,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Received a 2024-2025 COVID-19 vaccine","Thinking and feeling","Protect myself",80.3085,77.0640858571957,83.1940202274605,1145,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Received a 2024-2025 COVID-19 vaccine","Thinking and feeling","Availability of nasal spray or patch instead of a shot",0,NA,NA,1145,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Received a 2024-2025 COVID-19 vaccine","Other","Other",2.4962,1.71734282489835,3.61536195245397,1145,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Received a 2024-2025 flu vaccine","Social processes","Recommendation from CDC or health dept",18.5266,16.5846542789809,20.6396278949582,1826,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Received a 2024-2025 flu vaccine","Social processes","Recommendation from family/friend",8.5688,7.13105186667365,10.2643921751816,1826,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Received a 2024-2025 flu vaccine","Social processes","Recommendation from provider",35.8782,33.2842384236013,38.5575092182712,1826,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Received a 2024-2025 flu vaccine","Practical issues","Avoid getting sick and missing work/other events",54.3548,51.4969816388973,57.1842729104721,1826,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Received a 2024-2025 flu vaccine","Practical issues","Easier to get vaccine",52.2091,49.3515138610758,55.0522222136268,1826,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Received a 2024-2025 flu vaccine","Practical issues","Able to get free vaccine",45.3828,42.5675661641238,48.2278287505528,1826,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Received a 2024-2025 flu vaccine","Practical issues","Paid time off work to get vaccine",2.698,1.78137006444173,4.06668557413361,1826,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Received a 2024-2025 flu vaccine","Practical issues","School/work requirement",10.3073,8.89764351694763,11.9111996285431,1826,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Received a 2024-2025 flu vaccine","Practical issues","Rewards or incentives",6.5746,5.24080672995612,8.21846506449134,1826,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Received a 2024-2025 flu vaccine","Side effects","More evidence vaccine is safe",15.5295,13.6142515495103,17.6590458458952,1826,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Received a 2024-2025 flu vaccine","Side effects","Knowing someone who got really sick or died from disease",5.3803,4.24964142091609,6.79056556047903,1826,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Received a 2024-2025 flu vaccine","Side effects","Availability of vaccine with fewer/milder side effects",0,NA,NA,1826,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Received a 2024-2025 flu vaccine","Thinking and feeling","Increase in cases",7.7196,6.30599961344749,9.41813385216244,1826,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Received a 2024-2025 flu vaccine","Thinking and feeling","More evidence vaccine helps prevent severe outcomes",23.5445,21.366650239693,25.8713535298924,1826,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Received a 2024-2025 flu vaccine","Thinking and feeling","Being at high risk of severe disease",21.536,19.3667236414261,23.8763447449692,1826,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Received a 2024-2025 flu vaccine","Thinking and feeling","Increase in severe illness/hospitalizations",6.1828,4.95041646000126,7.69704775488333,1826,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Received a 2024-2025 flu vaccine","Thinking and feeling","Protect others",42.9773,40.1455419786693,45.8556855056956,1826,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Received a 2024-2025 flu vaccine","Thinking and feeling","Protect myself",76.103,73.5408369738671,78.4896791821332,1826,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Received a 2024-2025 flu vaccine","Thinking and feeling","Availability of nasal spray or patch instead of a shot",0,NA,NA,1826,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Received a 2024-2025 flu vaccine","Social processes","Recommendation from trusted community leader or public figure",3.0414,2.2522160646495,4.09565130636584,1826,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Received a 2024-2025 flu vaccine","Other","Other",3.4236,2.60679551744004,4.4846452991617,1826,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Received an RSV vaccine","Thinking and feeling","More evidence vaccine helps prevent severe outcomes",40.6874,34.2138643706995,47.5014637603616,305,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Received an RSV vaccine","Thinking and feeling","Being at high risk of severe disease",58.0926,51.6448052040277,64.2752768607889,305,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Received an RSV vaccine","Thinking and feeling","Increase in severe illness/hospitalizations",9.3739,5.57651382228775,15.3371538111309,305,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Received an RSV vaccine","Thinking and feeling","Protect others",45.9069,39.4231940479702,52.5322182177541,305,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Received an RSV vaccine","Thinking and feeling","Protect myself",85.4809,80.3656569053101,89.4385497358931,305,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Received an RSV vaccine","Thinking and feeling","Availability of nasal spray or patch instead of a shot",0,NA,NA,305,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Received an RSV vaccine","Practical issues","Avoid getting sick and missing work/other events",48.513,41.8402302720952,55.2392654308413,305,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Received an RSV vaccine","Practical issues","Easier to get vaccine",60.6999,53.9653243094545,67.0507269363289,305,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Received an RSV vaccine","Practical issues","Able to get free vaccine",48.2572,41.792523986986,54.7807223612678,305,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Received an RSV vaccine","Practical issues","Paid time off work to get vaccine",0.7897,0.149003809983126,4.0728708398696,305,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Received an RSV vaccine","Practical issues","School/work requirement",1.5357,0.526399904462946,4.39497004675494,305,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Received an RSV vaccine","Practical issues","Rewards or incentives",4.4987,2.37224899552923,8.36807212416958,305,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Received an RSV vaccine","Side effects","More evidence vaccine is safe",27.9079,22.3443311086778,34.2458477284738,305,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Received an RSV vaccine","Side effects","Knowing someone who got really sick or died from disease",4.5716,2.59326176606902,7.93631727617357,305,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Received an RSV vaccine","Side effects","Availability of vaccine with fewer/milder side effects",0,NA,NA,305,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Received an RSV vaccine","Thinking and feeling","Increase in cases",9.3653,5.55121643788325,15.3732800372191,305,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Received an RSV vaccine","Social processes","Recommendation from CDC or health dept",33.1562,27.2070540284069,39.6967483150814,305,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Received an RSV vaccine","Social processes","Recommendation from family/friend",16.0303,11.4712652740053,21.9519206270955,305,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Received an RSV vaccine","Social processes","Recommendation from provider",62.6723,55.7868510818972,69.0797765730597,305,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Received an RSV vaccine","Social processes","Recommendation from trusted community leader or public figure",6.4235,3.76354142194831,10.7533965441786,305,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Received an RSV vaccine","Other","Other",1.6131,0.682823432865736,3.76281445956646,305,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
